family,d,p,q,n,rho,method,method_description,credit,credit_evidence_grade,credit_evidence,extended_status,tie,tie_note,parent,chain_root,credit_note,moller_bound,at_moller_bound,err_float64,err_extended,err_float128,digits_shipped,sum_weights,sum_weights_minus_1,min_weight,max_node_norm,min_face_distance,source_file,source_sha256,source_tree,float64_origin
hermite,3,19,10,354,0.707404,B,"full B_d symmetry (sign flips + permutations), orbit-constant weights",ours,log-names-file,"a worker log names this exact file on a production line — d3p19_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d3_p19_n354.csv  (exactness 7.332786711195243e-15)  354 nodes = 1+1+1(48) 1|2z(6) 1|2z(6) 3(8) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log d3p19_s11.log), banked 2026-09-01T15:48:04; symq sidecar best_d3_p19.txt records our search reaching exactly n=354 for this cell",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — a worker log names this exact file on a production line — d3p19_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d3_p19_n354.csv  (exactness 7.332786711195243e-15)  354 nodes = 1+1+1(48) 1|2z(6) 1|2z(6) 3(8) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log d3p19_s11.log), banked 2026-09-01T15:48:04; symq sidecar best_d3_p19.txt records our search reaching exactly n=354 for this cell. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",250,no,7.477858e-16,1.413419e-69,4.653790e-34,17+80,1,-3.416e-17,4.180546e-09,6.266676939,-,hermite_d3_p19_n354.csv,34480d9bdad6e5fd3dccdf7c41597f9783d735fc2ad042cd01175719fae21e5b,sync,twin-round-down
hermite,3,21,11,476,0.709811,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",321,no,5.470121e-16,1.751633e-71,5.537965e-34,17+80,1,-1.243e-17,5.465487e-10,6.621464518,-,hermite_d3_p21_n476.csv,6781f6fdaf64cbde2e7f7b378b818a93d2551d91f71938bea95ab556f5aa5b01,sync,twin-round-down
hermite,3,23,12,597,0.701687,B,"full B_d symmetry (sign flips + permutations), orbit-constant weights",ours,log-names-file,"a worker log names this exact file on a production line — d3p23_s2.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d3_p23_n597.csv  (exactness 6.001152644441782e-14)  597 nodes = 2|1z(12) 1+1+1(48) 2|1z(12) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log d3p23_s2.log), banked 2026-08-18T13:54:14; symq sidecar best_d3_p23.txt records our search reaching exactly n=597 for this cell",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — a worker log names this exact file on a production line — d3p23_s2.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d3_p23_n597.csv  (exactness 6.001152644441782e-14)  597 nodes = 2|1z(12) 1+1+1(48) 2|1z(12) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log d3p23_s2.log), banked 2026-08-18T13:54:14; symq sidecar best_d3_p23.txt records our search reaching exactly n=597 for this cell. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",406,no,5.540787e-16,2.973907e-72,4.521903e-34,17+80,1,+4.863e-17,6.377046e-12,7.413038974,-,hermite_d3_p23_n597.csv,957194f3de632fcb13a83f87df9fc8f1adf9c99cf7a7ddcb833f79043c2a3c9c,sync,twin-round-down
hermite,3,25,13,776,0.706877,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",503,no,4.945969e-16,5.128354e-73,5.230695e-34,17+80,1,-8.871e-18,7.166525e-12,7.208428006,-,hermite_d3_p25_n776.csv,300d4f16456d5decf956a4810ad277c87c9e7e3e8a4bc20b518392673fb44ecc,sync,twin-round-down
hermite,3,27,14,966,0.706097,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log launcher.log), banked 2026-09-11T06:54:57",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log launcher.log), banked 2026-09-11T06:54:57. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",616,no,7.390422e-16,2.642088e-71,5.220331e-34,17+80,1,+2.954e-18,2.440775e-13,7.797828349,-,hermite_d3_p27_n966.csv,2cde1b42ef97422ddecb378e359ea1820a4832214bd5ae2998d0dda841ebe17a,sync,twin-round-down
hermite,3,29,15,1242,0.716610,F,free nodes (no imposed symmetry),ours,log-names-file,"a worker log names this exact file on a production line — launcher.log: banked hermite_d3_p29_n1242.csv  (relative exactness 7.66e-13); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log launcher.log), banked 2026-09-12T03:19:48",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — a worker log names this exact file on a production line — launcher.log: banked hermite_d3_p29_n1242.csv  (relative exactness 7.66e-13); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log launcher.log), banked 2026-09-12T03:19:48. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",743,no,3.890507e-16,6.324306e-72,6.384599e-34,17+80,1,-2.417e-18,1.171016e-12,7.286155549,-,hermite_d3_p29_n1242.csv,ccb8a224912f3fef7323f1130bc5a232abd9a05dfa2646fcf3c57182f1a0da04,sync,twin-round-down
hermite,3,31,16,1848,0.766974,F,free nodes (no imposed symmetry),ours,lineage,"rules/lineage records how we made it: degree ladder rung: continued from the d=3 p=29 rule (symq_ladder.jl basis hermite, seed 155) (parent hermite_d3_p29_n1242.csv); a cluster harvest ledger recorded this file as new to the bank — Roar harvest ledger (cluster/finds_roar.tsv), recorded new to the bank at the pull of 2026-09-15 08:18 UTC",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,hermite_d3_p29_n1242.csv,hermite_d3_p29_n1242.csv,"our own tooling produced this rule — rules/lineage records how we made it: degree ladder rung: continued from the d=3 p=29 rule (symq_ladder.jl basis hermite, seed 155) (parent hermite_d3_p29_n1242.csv); a cluster harvest ledger recorded this file as new to the bank — Roar harvest ledger (cluster/finds_roar.tsv), recorded new to the bank at the pull of 2026-09-15 08:18 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",-,unknown,4.850654e-16,2.069796e-71,4.763129e-34,17+80,1,-2.568e-18,3.825130e-13,7.428422074,-,hermite_d3_p31_n1848.csv,6cfb7d1157b379af246987ddc870cf54904787c5c0f9246bf8fa11b8bfa269a9,sync,twin-round-down
hermite,3,33,17,2226,0.768056,F,free nodes (no imposed symmetry),ours,lineage,"rules/lineage records how we made it: degree ladder rung: continued from the d=3 p=31 rule (symq_ladder.jl basis hermite, seed 172) (parent hermite_d3_p31_n1848.csv); a cluster harvest ledger recorded this file as new to the bank — Roar harvest ledger (cluster/finds_roar.tsv), recorded new to the bank at the pull of 2026-09-16 20:18 UTC",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,hermite_d3_p31_n1848.csv,hermite_d3_p29_n1242.csv,"our own tooling produced this rule — rules/lineage records how we made it: degree ladder rung: continued from the d=3 p=31 rule (symq_ladder.jl basis hermite, seed 172) (parent hermite_d3_p31_n1848.csv); a cluster harvest ledger recorded this file as new to the bank — Roar harvest ledger (cluster/finds_roar.tsv), recorded new to the bank at the pull of 2026-09-16 20:18 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",-,unknown,5.194454e-16,1.080302e-69,5.437831e-34,17+80,1,-4.270e-19,3.080125e-14,7.781433806,-,hermite_d3_p33_n2226.csv,bbae4ee55464f80afdf8f45e81afc429be5267aa5defab08bdbcb97f97cbfb47,sync,twin-round-down
hermite,4,1,1,1,1.000000,H4,H_4 icosian symmetry (d=4),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-tie,"Stroud E_n^{r^2} rules (Burkardt's sources, litcheck/stroud_m/): published count(s) 22, 24, 31, 49, 65, 96 for this cell, ours is 1; Van Zandt, Efficient cubature rules, ETNA 51 (2019) 219-239 (arXiv:1712.07309v3): published count(s) 16 for this cell, ours is 1; literature survey (publish/shared/literature_best.tsv, source key ecf): best published count 8 for this cell, ours is 1",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",1,yes,0.000000e+00,0.000000e+00,0.000000e+00,17+80,1,+0.000e+00,1.000000e+00,0,-,hermite_d4_p1_n1.csv,801ea0a44cb23130b1144d35f034eff8810d321ccf0c60926a9b0c041894a7fd,sync,twin-round-down
hermite,4,3,2,8,0.840896,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,"distinct:R. Cools, An encyclopaedia of cubature formulas, J. Complexity 19 (2003) 445-453; online at nines.cs.kuleuven.be/ecf. Overview tables last modified 2002.","Stroud E_n^{r^2} rules (Burkardt's sources, litcheck/stroud_m/): published count(s) 22, 24, 31, 49, 65, 96 for this cell, ours is 8; Van Zandt, Efficient cubature rules, ETNA 51 (2019) 219-239 (arXiv:1712.07309v3): published count(s) 16 for this cell, ours is 8; per the literature survey (publish/shared/literature_best.tsv, source key ecf): our n=8 equals the best published count; DISTINCT RULE at the same count - settled 2026-09-11 by compare_rules.jl against Stroud's E_n^{r^2} 3-1 (order 2N = 8 at N=4): best node displacement 1.4e+00 over B_4, weight-multiset gap 7.1e-03, isometry-invariant distance-multiset gap … — the ECF tabulates counts only, so this settles distinctness from the classical rule of that count, not identity against the ECF entry itself",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",8,yes,7.699037e-17,6.588235e-70,9.950712e-35,17+80,1,+2.776e-17,1.178522e-01,2.059758139,-,hermite_d4_p3_n8.csv,b6955fad6c556e1b9c01b23616b9ff6230d949d7d3ac24e8af244eaaf05d8c67,sync,twin-round-down
hermite,4,5,3,22,0.721912,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,"distinct:Stroud E_n^{r^2} rules (Burkardt's sources, litcheck/stroud_m/)","equal count n=22, and a different rule: en_r2_05_1_n4_o1.csv: isometry-invariant fingerprints differ (weight multiset 1.511e-05, pairwise-distance multiset 4.878e-03), so no rotation or reflection can bring them together; Van Zandt, Efficient cubature rules, ETNA 51 (2019) 219-239 (arXiv:1712.07309v3): published count(s) 23, 43 for this cell, ours is 22",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",21,no,1.981055e-16,1.806783e-69,1.083335e-34,17+80,1,-5.204e-18,5.567184e-03,3.77021736,-,hermite_d4_p5_n22.csv,eaa8ad0b354a191dfb4fe584dd49eb8787dd40fca80f9e5c161caeb8a44df76e,sync,twin-round-down
hermite,4,7,4,49,0.661438,F4,F_4 24-cell symmetry (d=4),"same-rule:Stroud 1971, E_n^{r^2}:7-1 option 1 (identified 2026-09-11 vs Burkardt en_r2_07_1)",log-names-file,"a worker log names this exact file on a production line — d4p7_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d4_p7_n49.csv  (exactness 1.4210854715202004e-14)  49 nodes = origin(1) 4(16) 2|2z(24) 1|3z(8); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log d4p7_s1.log), banked 2026-08-09T13:30:01; symq sidecar best_d4_p7.txt records our search reaching exactly n=49 for this cell",twin-shipped,"same-rule:Stroud 1971, E_n^{r^2}:7-1 option 1 (identified 2026-09-11 vs Burkardt en_r2_07_1)","our bank file IS this published rule (rules/literature.tsv), confirmed here against en_r2_07_1_n4_o1.csv",-,-,"our search converged to a rule identical to this published one; the rule is theirs, cite them",48,no,4.494345e-16,7.209371e-69,2.087889e-34,17+80,1,+3.383e-17,5.898367e-04,4.350655494,-,hermite_d4_p7_n49.csv,221a029f9bc13d2b255c2f07c0e411905083a0b8c3b83e632c7885eca492110a,sync,twin-round-down
hermite,4,9,5,116,0.656364,F,free nodes (no imposed symmetry),ours,sidecar-count,symq sidecar sc_best_d4_p9.txt records our search reaching exactly n=116 for this cell,twin-shipped,no-published-count-on-record,"Van Zandt, Efficient cubature rules, ETNA 51 (2019) 219-239 (arXiv:1712.07309v3): the 124-, 125- and 213-node rules for this cell have negative weights and are excluded from the comparison (see COMPARISON.md)",unrecorded,unrecorded,"our own tooling produced this rule — symq sidecar sc_best_d4_p9.txt records our search reaching exactly n=116 for this cell. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",91,no,3.456575e-16,7.667427e-80,2.330139e-34,17+80,1,+6.044e-18,5.941785e-06,6.35099789,-,hermite_d4_p9_n116.csv,f15be438bd490661743eeb7033e3445b3ea701f3589e9fc2cd365537338e158b,sync,twin-round-down
hermite,4,11,6,193,0.621209,F4,F_4 24-cell symmetry (d=4),ours,log-names-file,"a worker log names this exact file on a production line — d4p11_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d4_p11_n193.csv  (exactness 2.1600499167107046e-12)  193 nodes = 1|3z(8) 4(16) 2|2z(24) origin(1) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log d4p11_s1.log), banked 2026-08-10T19:59:28; symq sidecar best_d4_p11.txt records our search reaching exactly n=193 for this cell",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — a worker log names this exact file on a production line — d4p11_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d4_p11_n193.csv  (exactness 2.1600499167107046e-12)  193 nodes = 1|3z(8) 4(16) 2|2z(24) origin(1) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log d4p11_s1.log), banked 2026-08-10T19:59:28; symq sidecar best_d4_p11.txt records our search reaching exactly n=193 for this cell. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",160,no,4.904464e-16,8.261865e-80,1.865591e-34,17+80,1,-4.728e-18,1.309825e-07,7.607854289,-,hermite_d4_p11_n193.csv,f9c4df5e4e855272857fa14198eddd0e15cbdef92ebee5b89849cebc6e996d90,sync,twin-round-down
hermite,4,13,7,414,0.644395,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",259,no,2.874639e-16,6.702040e-80,3.681579e-34,17+80,1,+1.913e-17,4.640473e-06,4.842455863,-,hermite_d4_p13_n414.csv,27c2166b20f0f68f003034890b5f8f2e8d7a84c41680f2580d975f654f09dfac,sync,twin-round-down
hermite,4,15,8,577,0.612638,F4,F_4 24-cell symmetry (d=4),ours,log-names-file,"a worker log names this exact file on a production line — d4p15_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d4_p15_n577.csv  (exactness 5.529727786779404e-10)  577 nodes = 4(16) 3|1z(32) 2|2z(24) origin(1) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log d4p15_s1.log), banked 2026-08-18T13:58:56; symq sidecar best_d4_p15.txt records our search reaching exactly n=577 for this cell",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — a worker log names this exact file on a production line — d4p15_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d4_p15_n577.csv  (exactness 5.529727786779404e-10)  577 nodes = 4(16) 3|1z(32) 2|2z(24) origin(1) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log d4p15_s1.log), banked 2026-08-18T13:58:56; symq sidecar best_d4_p15.txt records our search reaching exactly n=577 for this cell. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",400,no,5.029919e-16,7.169757e-80,2.377859e-34,17+80,1,-1.494e-17,1.086122e-08,6.764125367,-,hermite_d4_p15_n577.csv,72600d5812c88e6a602f518117708918a8867b5d6b3085aabfde845b8ad6449f,sync,twin-round-down
hermite,4,17,9,1056,0.633393,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",589,no,3.340488e-16,1.086792e-77,2.439101e-34,17+80,1,-1.810e-17,3.356994e-09,6.597403741,-,hermite_d4_p17_n1056.csv,b7d25828dc10945b5c85d1e688a40dc31e620dc8ecd549de427c6591a4fdb172,sync,twin-round-down
hermite,4,19,10,1505,0.622851,B,"full B_d symmetry (sign flips + permutations), orbit-constant weights",ours,log-names-file,"a worker log names this exact file on a production line — d4p19_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d4_p19_n1505.csv  (exactness 1.5937273495381126e-14)  1505 nodes = 3+1(64) 2|2z(24) 1+1|2z(48) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log d4p19_s12.log), banked 2026-08-27T16:22:05; a cluster harvest ledger recorded this file as new to the bank — Roar harvest ledger (cluster/finds_roar (L2ECON-LT0002.ad.psu.edu's conflicted copy 2026-09-10 1).tsv), recorded new to the bank at the pull of 2026-08-20 19:42 UTC; symq sidecar best_d4_p19.txt records our search reaching exactly n=1505 for this cell",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — a worker log names this exact file on a production line — d4p19_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d4_p19_n1505.csv  (exactness 1.5937273495381126e-14)  1505 nodes = 3+1(64) 2|2z(24) 1+1|2z(48) …; another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log d4p19_s12.log), banked 2026-08-27T16:22:05; a cluster harvest ledger recorded this file as new to the bank — Roar harvest ledger (cluster/finds_roar (L2ECON-LT0002.ad.psu.edu's conflicted copy 2026-09-10 1).tsv), recorded new to the bank at the pull of 2026-08-20 19:42 UTC; symq sidecar best_d4_p19.txt records our search reaching exactly n=1505 for this cell. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",840,no,5.533555e-16,1.519599e-79,5.623530e-34,17+80,1,+1.296e-17,2.606992e-09,6.303428049,-,hermite_d4_p19_n1505.csv,25e9bd191c976b6e2cb95fb596ea315ffcb1df87a6d2085bd120c1db83a1ee8f,sync,twin-round-down
hermite,4,21,11,2318,0.630791,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",1161,no,4.663837e-16,1.877243e-69,2.981290e-34,17+80,1,+3.819e-18,5.525601e-11,7.029866937,-,hermite_d4_p21_n2318.csv,6f87a075e40d31aa55cf59c28609265ff00cf84237a101ab06a6df1d291a1fe7,sync,twin-round-down
hermite,4,23,12,3238,0.628620,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",1568,no,3.498546e-16,1.287650e-71,3.646943e-34,17+80,1,-4.208e-18,2.958027e-12,7.649432724,-,hermite_d4_p23_n3238.csv,40bd0edf8ab56b0b0f3521c78e04332dc88fc87cb5d07d22606c0429da2b15d9,sync,twin-round-down
hermite,5,1,1,1,1.000000,B,"full B_d symmetry (sign flips + permutations), orbit-constant weights",unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-tie,"Stroud E_n^{r^2} rules (Burkardt's sources, litcheck/stroud_m/): published count(s) 32, 42, 63, 161, 164, 192 for this cell, ours is 1; Van Zandt, Efficient cubature rules, ETNA 51 (2019) 219-239 (arXiv:1712.07309v3): published count(s) 22 for this cell, ours is 1; literature survey (publish/shared/literature_best.tsv, source key ecf): best published count 10 for this cell, ours is 1",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",1,yes,0.000000e+00,0.000000e+00,0.000000e+00,17+80,1,+0.000e+00,1.000000e+00,0,-,hermite_d5_p1_n1.csv,eca9608586d9bd908381f0ed53d1c2b9cd9aab8afc948729ec6894489cdbffb9,sync,twin-round-down
hermite,5,3,2,10,0.792447,B,"full B_d symmetry (sign flips + permutations), orbit-constant weights","same-rule:Stroud 1971, E_n^{r^2}:3-1 (identified 2026-09-11, displacement 0.0; order 2N = 10 at N=5)",log-names-file,"a worker log names this exact file on a production line — d5p3_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d5_p3_n10.csv  (exactness 4.440892098500626e-16)  10 nodes = 1|4z(10); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log d5p3_s1.log), banked 2026-08-09T02:49:51; symq sidecar best_d5_p3.txt records our search reaching exactly n=10 for this cell",twin-shipped,"same-rule:Stroud 1971, E_n^{r^2}:3-1 (identified 2026-09-11, displacement 0.0; order 2N = 10 at N=5)","our bank file IS this published rule (rules/literature.tsv); the repo holds no 10-node data for this source, so it is taken from the register",-,-,"our search converged to a rule identical to this published one; the rule is theirs, cite them",10,yes,1.526838e-16,2.157783e-70,1.129272e-34,17+80,1,+5.551e-17,1.000000e-01,2.236067977,-,hermite_d5_p3_n10.csv,d1608dd42c2b98d6b515cfacdf75c7ba6b5fa2af735e67953721f6f36924051c,sync,twin-round-down
hermite,5,5,3,32,0.666667,L,literature rule,"transcribed:Stroud and Secrest 1963, E5r2:5-1",sidecar-count,symq sidecar sc_best_d5_p5.txt records our search reaching exactly n=32 for this cell,twin-shipped,"same-rule:Stroud and Secrest 1963, E5r2:5-1","our bank file IS this published rule (rules/literature.tsv), confirmed here against en_r2_05_1_n5_o2.csv",-,-,"the published rule itself, copied into the bank; not ours in any sense",31,no,8.512368e-17,2.069880e-69,8.858145e-35,17+80,1,+2.082e-17,6.415099e-03,3.639043925,-,hermite_d5_p5_n32.csv,20407f31d011320fad7b6412125726965ef174b5868572a463bfbb588c0add10,sync,twin-round-down
hermite,5,7,4,83,0.605000,B,"full B_d symmetry (sign flips + permutations), orbit-constant weights","same-rule:Stroud 1971, E_n^{r^2}:7-1 (identified 2026-09-11, compare_rules.jl over B_5)",log-names-file,"a worker log names this exact file on a production line — d5p7_s1.log: BANKED /home/joris/oldDesignedQuadrature/julia/rules/hermite_d5_p7_n83.csv  (exactness 1.0658141036401503e-14)  83 nodes = origin(1) 2|3z(40) 1|4z(10) 5(32); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log d5p7_s1.log), banked 2026-08-15T05:09:57; symq sidecar best_d5_p7.txt records our search reaching exactly n=83 for this cell",twin-shipped,"same-rule:Stroud 1971, E_n^{r^2}:7-1 (identified 2026-09-11, compare_rules.jl over B_5)","our bank file IS this published rule (rules/literature.tsv); the repo holds no 83-node data for this source, so it is taken from the register",-,-,"our search converged to a rule identical to this published one; the rule is theirs, cite them",80,no,2.118791e-16,8.225846e-80,1.700304e-34,17+80,1,+2.602e-18,6.858711e-04,4.242640687,-,hermite_d5_p7_n83.csv,c4fe302877614edfcef9a5021cf25f2d52fcfde67811662c2eb748eb83d05a35,sync,twin-round-down
